Player,Age,Team,Pos,GP,ATOI,G,A,PTS,S,SV,SavePer,FloStrength,Value,yearID,PlusMinus
Steve Passmore,27,CHI,G,67,53.55,NA,NA,NA,NA,1400,0.9,-0.367,-0.8500000000000001,2000,NA
Steve Patrick,19,BUF,RW,239,0,39,64,103,273,NA,NA,-0.592,-4.56,1981,-3
Steve Payne,20,DAL,LW,604,0,227,235,462,1606,NA,NA,0.614,11.959999999999999,1979,32
Steve Penney,23,MTL,G,72,58.76,NA,NA,NA,NA,1553,0.86,-0.306,-0.9,1985,NA
Steve Poapst,30,WSH,D,304,0,7,28,35,213,NA,NA,-0.608,-6.37,1999,-27
Steve Reinprecht,32,ARI,C,633,5.93,136,236,372,950,NA,NA,0.325,6.62,2009,23
Steve Richmond,24,NYR,D,150,0,4,21,25,87,NA,NA,-1.036,-5.359999999999999,1984,-39
Steve Rooney,23,MTL,LW,151,0,14,13,27,134,NA,NA,-1.037,-5.04,1986,-15
Steve Rucchin,26,ANA,C,735,0,171,318,489,1317,NA,NA,0.565,13.4,1998,30
Steve Shields,25,BUF,G,239,55.6,NA,NA,NA,NA,5766,0.91,0.198,2.63,1998,NA
Steve Shutt,20,MTL,LW,930,0,424,393,817,2403,NA,NA,1.366,41,1973,394
Steve Smith,35,CGY,D,802,0,72,303,375,1125,NA,NA,0.642,17.75,1999,141
Steve Staios,35,EDM,D,1001,6.15,56,164,220,1235,NA,NA,-0.349,-11.65,2009,-86
Steve Stoyanovich,26,CAR,C,23,0,3,5,8,60,NA,NA,-0.861,-0.64,1984,-1
Steve Sullivan,34,NSH,LW,1011,4.71,290,457,747,2129,NA,NA,0.862,28.11,2009,93
Steve Tambellini,21,NYI,C,552,0,160,150,310,1090,NA,NA,-0.123,-2.1999999999999997,1980,-129
Steve Thomas,34,NJD,RW,1235,0,421,512,933,3170,NA,NA,0.884,35.22,1998,20
Steve Tuttle,23,STL,RW,144,0,28,28,56,190,NA,NA,-0.463,-2.15,1989,-1
Steve Valiquette,31,NYR,G,15,54.87,NA,NA,NA,NA,382,0.91,0.026,0.02,2009,NA
Steve Vickers,21,NYR,LW,698,0,246,340,586,1278,NA,NA,1.019,22.95,1973,57
Steve Wagner,24,STL,D,46,17.12,4,8,12,41,NA,NA,-0.476,-0.75,2009,-9
Steve Washburn,22,FLA,C,88,0,14,14,28,88,NA,NA,-0.326,-0.9199999999999999,1998,-5
Steve Webb,22,NYI,RW,311,0,5,13,18,138,NA,NA,-1.236,-12.41,1998,-30
Steve Weeks,23,NYR,G,282,55.18,NA,NA,NA,NA,6560,0.87,-0.151,-1.8299999999999998,1982,NA
Steve Yzerman,32,DET,C,1514,0,692,1063,1755,4602,NA,NA,1.617,79,1998,184
Steven Finn,19,COL,D,725,0,34,78,112,679,NA,NA,-0.722,-18.07,1986,-131
Steven Goertzen,21,CBJ,RW,39,0,0,0,0,23,NA,NA,-1.389,-1.75,2006,-17
Steven Halko,23,CAR,D,144,0,0,14,14,91,NA,NA,-0.678,-3.37,1998,-6
Steven Kampfer,28,FLA,D,231,15.86,15,24,39,281,NA,NA,-0.547,-4.36,2017,-1
Steven King,23,NYR,RW,60,0,15,8,23,92,NA,NA,-0.243,-0.47,1993,-3
Steven Lorentz,28,TOR,C,42,10.7,4,4,8,35,NA,NA,-0.874,-1.18,2025,2
Steven Oleksy,30,PIT,D,72,15.81,3,17,20,63,NA,NA,0.631,1.57,2017,18
Steven Rice,26,CAR,RW,315,0,63,60,123,521,NA,NA,-0.107,-1.09,1998,-43
Steven Santini,21,NJD,D,113,17.61,5,16,21,143,NA,NA,-0.532,-2.07,2017,-12
Steven Stamkos,26,TBL,C,1123,19.12,567,595,1162,3420,NA,NA,2.365,85.68,2017,34
Stew Gavin,20,TOR,LW,768,0,130,155,285,1343,NA,NA,-0.549,-13.600000000000001,1981,-32
Stewart Malgunas,23,PHI,D,97,0,1,4,5,67,NA,NA,-1.066,-3.56,1994,-8
Stu Barnes,27,PIT,LW,1136,0.95,261,336,597,2143,NA,NA,0.199,7.300000000000001,1998,-24
Stu Grimson,32,CAR,LW,725,0,17,22,39,211,NA,NA,-1.202,-28.1,1998,-40
Stu Kulak,23,NYR,RW,86,0,7,3,10,96,NA,NA,-1.161,-3.22,1987,-21
Stu Smith,20,CAR,D,73,0,2,10,12,69,NA,NA,-1.163,-2.9299999999999997,1981,-35
Stuart Percy,21,TOR,D,9,18.08,0,3,3,13,NA,NA,-0.452,-0.14,2015,-4
Stuart Skinner,23,EDM,G,149,57.62,NA,NA,NA,NA,3795,0.91,0.438,3.25,2022,NA
Stéphan Lebeau,21,MTL,RW,372,0,118,158,276,683,NA,NA,0.539,6.46,1990,60
Stéphane Beauregard,22,WPG,G,77,51.74,NA,NA,NA,NA,1771,0.88,-0.101,-0.26,1990,NA
Stéphane Da Costa,22,OTT,RW,22,12.17,3,2,5,31,NA,NA,-1.212,-0.86,2012,-9
Stéphane Fiset,27,LAK,G,325,56.12,NA,NA,NA,NA,8437,0.9,0.246,3.86,1998,NA
Stéphane Guérard,19,COL,D,30,0,0,0,0,12,NA,NA,-1.358,-1.4,1988,-7
Stéphane Matteau,28,SJS,LW,997,0,149,189,338,1149,NA,NA,-0.276,-8.99,1998,-7
Stéphane Morin,21,COL,C,78,0,15,35,50,104,NA,NA,-0.081,-0.20999999999999996,1991,4
Stéphane Quintal,30,MTL,D,1086,3.08,NA,NA,NA,NA,NA,NA,-0.232,-8.68,1999,NA
Stéphane Richer,31,MTL,LW,1186,0,458,434,892,3061,NA,NA,0.924,35.38,1998,52
Stéphane Robidas,31,DAL,D,898,12.38,52,196,248,1227,NA,NA,0.079,2.46,2009,6
Stéphane Roy,20,DAL,C,12,0,1,0,1,14,NA,NA,-1.296,-0.5,1988,-6
Stéphane Veilleux,27,MIN,LW,438,7.64,46,53,99,636,NA,NA,-1.032,-14.58,2009,-60
Stéphane Yelle,34,BOS,C,913,1.12,97,168,265,1073,NA,NA,-0.659,-19.419999999999998,2009,20
Sven Andrighetto,23,MTL,RW,140,14.2,22,41,63,253,NA,NA,-0.484,-2.19,2017,-13
Sven Baertschi,24,VAN,LW,262,14.75,61,66,127,405,NA,NA,-0.002,-0.019999999999999962,2017,-30
Sven Butenschön,22,PIT,D,80,0,1,6,7,44,NA,NA,-1.126,-3.11,1999,-10
Syl Apps,23,NYR,C,727,0,183,423,606,1504,NA,NA,0.319,7.5,1971,36
Sylvain Blouin,26,MIN,LW,103,0,3,4,7,69,NA,NA,-1.182,-3.93,2001,-19
Sylvain Couturier,20,LAK,C,30,0,4,4,8,36,NA,NA,-0.892,-0.8600000000000001,1989,-6
Sylvain Côté,32,TOR,D,1223,2.27,NA,NA,NA,NA,NA,NA,0.398,16.69,1998,NA
Sylvain Lefebvre,30,COL,D,945,0,30,154,184,970,NA,NA,-0.085,-2.77,1998,108
Sylvain Turgeon,19,CAR,LW,669,0,269,226,495,1985,NA,NA,0.729,15.7,1984,-108
Sébastien Bordeleau,22,MTL,C,247,0,37,61,98,425,NA,NA,-0.323,-2.5700000000000003,1998,-30
Sébastien Caron,22,PIT,G,90,54.81,NA,NA,NA,NA,2366,0.89,-1.234,-5.24,2003,NA
Sébastien Charpentier,25,WSH,G,17,50.53,NA,NA,NA,NA,386,0.91,-0.077,-0.06,2003,NA
T.J. Brennan,22,BUF,D,40,15.98,4,7,11,56,NA,NA,-0.393,-0.54,2012,-9
T.J. Brodie,26,CGY,D,942,22.01,58,299,357,1009,NA,NA,0.561,18.21,2017,69
T.J. Galiardi,20,COL,LW,283,15.29,43,61,104,477,NA,NA,-0.746,-6.81,2009,-24
T.J. Hensick,23,COL,C,61,12.9,4,17,21,116,NA,NA,-1.14,-2.24,2009,-7
T.J. Oshie,30,WSH,RW,1010,18.3,302,393,695,2059,NA,NA,0.736,23.98,2017,87
T.J. Tynan,32,COL,C,8,7.93,0,1,1,4,NA,NA,0,0,2025,-1
Tage Thompson,21,BUF,C,366,16.73,148,130,278,1105,NA,NA,0.899,10.62,2019,-41
Tanner Fritz,26,NYI,C,34,12.52,3,4,7,27,NA,NA,-1.316,-1.44,2018,-3
Tanner Glass,28,WPG,LW,78,13.42,5,11,16,86,NA,NA,-1.425,-3.59,2012,-12
Tanner Jeannot,23,NSH,F,262,13.87,47,41,88,343,NA,NA,-0.577,-4.87,2021,-4
Tanner Kero,24,CHI,RW,64,13.17,7,12,19,86,NA,NA,-0.971,-2.01,2017,13
Tanner Laczynski,27,VEG,C,6,8.68,1,0,1,2,NA,NA,0,0,2025,0
Tanner Pearson,24,LAK,LW,659,15.06,143,153,296,1297,NA,NA,-0.202,-4.3,2017,9
Tapio Levo,26,NJD,D,107,0,16,53,69,257,NA,NA,-0.037,-0.1399999999999999,1982,-52
Taro Hirose,22,DET,LW,36,13.31,3,11,14,36,NA,NA,-1.002,-1.1600000000000001,2019,-12
Tavis Hansen,23,ARI,C,20,0,2,1,3,14,NA,NA,-0.95,-0.61,1999,-4
Taylor Beck,21,NSH,LW,16,16.1,3,4,7,39,NA,NA,-0.542,-0.28,2013,0
Taylor Chorney,29,WSH,D,152,14.69,4,18,22,109,NA,NA,-0.519,-2.73,2017,0
Taylor Fedun,28,BUF,D,108,13.7,6,21,27,150,NA,NA,0.159,0.6,2017,8
Taylor Hall,25,NJD,LW,890,17.96,279,449,728,2727,NA,NA,0.884,25.37,2017,-56
Taylor Pyatt,27,VAN,LW,803,7.43,136,139,275,1247,NA,NA,-0.477,-12.34,2009,10
Taylor Raddysh,23,CHI,RW,265,14.68,40,50,90,402,NA,NA,-0.693,-5.92,2022,-47
Ted Bulley,22,CHI,LW,412,0,101,113,214,638,NA,NA,-0.042,-0.56,1978,9
Ted Crowley,28,COL,D,34,0,2,4,6,48,NA,NA,-0.479,-0.5599999999999999,1999,-2
Ted Donato,28,BOS,LW,781,0,149,195,344,1180,NA,NA,-0.024,-0.5900000000000001,1998,4
Ted Drury,26,ANA,LW,413,0,41,52,93,551,NA,NA,-0.806,-10.74,1998,-63
Ted Fauss,25,TOR,D,28,0,0,2,2,6,NA,NA,0.074,0.06999999999999998,1987,10
Ted Green,27,BOS,D,270,0,21,127,148,388,NA,NA,0.901,8.39,1968,75
Ted Hampson,31,DET,C,379,0,79,161,240,752,NA,NA,0.07,0.86,1968,-60
Ted Harris,31,MTL,D,598,0,27,124,151,589,NA,NA,-0.038,-0.7799999999999998,1968,91
Ted Irvine,23,LAK,LW,723,0,154,177,331,1441,NA,NA,-0.205,-4.79,1968,-62
Ted McAneeley,22,CLE,D,149,0,8,33,41,154,NA,NA,0.157,0.81,1973,-58
Ted Nolan,23,DET,C,78,0,6,16,22,99,NA,NA,-1.129,-2.84,1982,-18
Ted Snell,27,PIT,RW,104,0,7,18,25,101,NA,NA,-1.169,-3.92,1974,-40
Ted Taylor,25,DAL,LW,156,0,23,34,57,232,NA,NA,-0.551,-2.78,1968,-35
Teddy Blueger,25,PIT,C,347,14.73,40,93,133,472,NA,NA,-0.726,-8.129999999999999,2020,15
Teddy Purcell,31,LAK,LW,561,15.58,100,204,304,1073,NA,NA,-0.143,-2.5600000000000005,2017,-47
Teemu Hartikainen,20,EDM,LW,29,14.84,5,5,10,45,NA,NA,-0.88,-0.83,2011,-2
Teemu Selänne,38,ANA,RW,1451,4.74,684,773,1457,4540,NA,NA,2.005,93.85000000000001,2009,95
Teppo Numminen,40,BUF,D,1371,0.73,117,520,637,2050,NA,NA,0.809,38.23,2009,56
Terry Ball,25,PHI,D,61,0,7,18,25,98,NA,NA,-0.04,-0.08,1970,-10
Terry Carkner,31,FLA,D,858,0,42,188,230,623,NA,NA,-0.146,-4.31,1998,-2
Terry Clancy,26,TOR,RW,84,0,6,6,12,89,NA,NA,-1.302,-3.5300000000000002,1970,-6
Terry Crisp,24,STL,C,531,0,67,134,201,662,NA,NA,-0.79,-13.52,1968,40
Terry Gray,29,LAK,RW,93,0,14,21,35,176,NA,NA,-0.612,-1.84,1968,-2
Terry Harper,28,MTL,D,784,0,30,166,196,783,NA,NA,0.217,5.87,1968,162
Terry Holbrook,22,DAL,RW,43,0,3,6,9,37,NA,NA,-1.2,-1.67,1973,-7
Terry Johnson,22,COL,D,273,0,3,23,26,123,NA,NA,-0.966,-9.11,1981,-2
Terry Martin,21,BUF,LW,467,0,103,98,201,571,NA,NA,-0.341,-5.14,1977,-53
Terry Murray,22,CLE,D,286,0,4,74,78,262,NA,NA,-0.136,-1.33,1973,-22
Terry O'Reilly,21,BOS,RW,890,0,203,402,605,1250,NA,NA,0.204,5.84,1973,219
Terry Ruskowski,25,CHI,C,626,0,112,312,424,641,NA,NA,-0.054,-1.1099999999999999,1980,-64
Terry Sawchuk,38,LAK,G,49,52.53,NA,NA,NA,NA,1103,0.9,-0.712,-1.45,1968,NA
Terry Yake,29,STL,C,399,0,77,119,196,530,NA,NA,0.039,0.5,1998,-3
Teuvo Tehlárik,23,BOS,LW,102,16.88,25,57,82,197,NA,NA,0.547,1.7999999999999998,2019,33
Teuvo Teräväinen,22,CAR,LW,701,16.19,147,276,423,1446,NA,NA,0.03,0.6800000000000002,2017,66
Thatcher Demko,23,VAN,G,225,58.41,NA,NA,NA,NA,6309,0.91,0.492,5.44,2019,NA
Theo Fleury,29,CGY,RW,1084,0,455,633,1088,3611,NA,NA,1.639,57.309999999999995,1998,145
Theo Peckham,22,EDM,D,140,17.67,4,13,17,75,NA,NA,-0.527,-2.54,2010,-13
Thomas Bordeleau,22,SJS,C,27,15.02,6,5,11,48,NA,NA,-0.58,-0.51,2024,-18
Thomas Chabot,21,OTT,D,470,23.97,65,212,277,1131,NA,NA,0.805,13.05,2018,-63
Thomas Eriksson,21,PHI,D,207,0,22,76,98,317,NA,NA,0.31,2.2100000000000004,1981,46
Thomas Gradin,22,VAN,C,677,0,209,384,593,1299,NA,NA,0.434,9.48,1979,-33
Thomas Greiss,31,NYI,G,359,53.29,NA,NA,NA,NA,9075,0.91,0.158,2.1799999999999997,2017,NA
Thomas Harley,20,DAL,D,150,19.64,22,50,72,265,NA,NA,1.29,6.67,2022,43
Thomas Hickey,27,NYI,D,449,18.12,22,93,115,494,NA,NA,0.18,2.79,2017,35
Thomas Novak,25,NSH,C,154,14.18,40,57,97,259,NA,NA,0.17,0.8400000000000001,2023,1
Thomas Pöck,27,NYI,D,103,7.27,5,6,11,127,NA,NA,-1.235,-4.390000000000001,2009,-21
Thomas Steen,21,WPG,C,950,0,264,553,817,2036,NA,NA,0.282,8.629999999999999,1982,-69
Thomas Vanek,33,FLA,LW,1029,13.81,373,416,789,2609,NA,NA,1.16,38.5,2017,5
Thommie Bergman,25,DET,D,246,0,21,44,65,379,NA,NA,-0.093,-0.8000000000000002,1973,-38
Thommy Abrahamsson,33,CAR,D,32,0,6,11,17,66,NA,NA,0.973,1.07,1981,-3
Tie Domi,28,TOR,RW,1018,0,104,141,245,964,NA,NA,-0.611,-20.07,1998,-54
Tiger Williams,20,TOR,LW,962,0,241,272,513,1740,NA,NA,-0.063,-1.9900000000000002,1975,-41
Tim Bergland,25,WSH,C,182,0,17,26,43,188,NA,NA,-0.922,-5.42,1990,-22
Tim Bernhardt,27,TOR,G,60,57.25,NA,NA,NA,NA,1602,0.87,-0.188,-0.61,1985,NA
Tim Berni,22,CBJ,D,59,16.97,1,2,3,58,NA,NA,-1.385,-2.82,2023,-26
Tim Bothwell,24,NYR,D,497,0,28,92,120,493,NA,NA,-0.055,-0.9299999999999999,1980,37
Tim Brent,22,ANA,C,15,0,1,0,1,14,NA,NA,-1.245,-0.6,2007,-5
Tim Cheveldae,21,DET,G,336,56.42,NA,NA,NA,NA,8320,0.88,-0.3,-4.57,1990,NA
Tim Connolly,27,BUF,C,695,7.93,130,300,430,1367,NA,NA,0.147,3.28,2009,-56
Tim Coulis,21,WSH,LW,38,0,3,4,7,26,NA,NA,-1.163,-1.43,1980,-11
Tim Ecclestone,20,STL,RW,681,0,126,231,357,1426,NA,NA,-0.245,-5.4,1968,19
Tim Erixon,20,NYR,D,91,14.94,2,12,14,66,NA,NA,-0.87,-2.73,2012,-5
Tim Friday,24,DET,D,23,0,0,3,3,13,NA,NA,-0.936,-0.74,1986,-9
Tim Gleason,26,CAR,D,727,14.55,17,125,142,706,NA,NA,-0.393,-9.85,2009,-37
Tim Heed,27,SJS,D,104,14.33,6,23,29,136,NA,NA,0.205,0.7299999999999998,2018,-1
Tim Higgins,20,CHI,RW,706,0,154,198,352,1059,NA,NA,-0.224,-5.1,1979,1
Tim Horton,38,TOR,D,463,0,24,125,149,844,NA,NA,0.42,6.699999999999999,1968,79
Tim Hrynewich,19,PIT,LW,55,0,6,8,14,46,NA,NA,-1.025,-1.8199999999999998,1983,-16
Tim Hunter,22,CGY,D,813,0,62,76,138,608,NA,NA,-0.968,-25.46,1983,-5
Tim Jackman,22,CBJ,RW,19,0,1,2,3,18,NA,NA,-0.974,-0.6,2004,-7
Tim Jacobs,23,CLE,D,46,0,0,10,10,46,NA,NA,-0.13,-0.21,1976,-3
Tim Kennedy,23,BUF,LW,91,13.04,12,16,28,122,NA,NA,-0.95,-2.79,2010,-6
Tim Kerr,21,PHI,C,647,0,367,302,669,1951,NA,NA,1.764,36.839999999999996,1981,77
Tim Schaller,26,BOS,C,141,12.86,19,17,36,222,NA,NA,-1.004,-4.57,2017,-11
Tim Sestito,25,NJD,LW,9,12.27,0,1,1,7,NA,NA,-1.834,-0.53,2010,-2
Tim Sheehy,29,DET,RW,27,0,2,1,3,32,NA,NA,-1.349,-1.17,1978,-7
Tim Stützle,19,OTT,LW,249,18.98,85,133,218,592,NA,NA,1.027,8.26,2021,-43
Tim Sweeney,30,NYR,RW,280,0,54,81,135,367,NA,NA,-0.002,-0.030000000000000082,1998,13
Tim Taylor,28,BOS,C,745,0,72,94,166,870,NA,NA,-0.776,-18.65,1998,-65
Tim Thomas,34,BOS,G,422,57.41,NA,NA,NA,NA,11688,0.92,0.957,20.43,2009,NA
Tim Tookey,20,WSH,C,89,0,20,33,53,121,NA,NA,-0.367,-1.06,1981,-15
Tim Trimper,20,CHI,LW,180,0,30,36,66,256,NA,NA,-0.731,-4.24,1980,-54
Tim Watters,22,WPG,D,740,0,26,151,177,559,NA,NA,-0.104,-2.64,1982,41
Tim Young,20,DAL,C,629,0,195,341,536,1526,NA,NA,0.403,8.18,1976,-78
Timo Blomqvist,21,WSH,D,243,0,4,53,57,268,NA,NA,-0.17,-1.42,1982,24
Timo Meier,20,SJS,RW,583,17.07,205,206,411,1886,NA,NA,0.619,11.64,2017,-56
Timo Pärssinen,25,ANA,LW,17,0,0,3,3,16,NA,NA,-1.062,-0.58,2002,0
Timofei Shishkanov,22,STL,RW,22,0,3,2,5,26,NA,NA,-0.736,-0.52,2006,-1
Timothy Liljegren,22,TOR,D,214,17.99,18,54,72,276,NA,NA,0.527,3.88,2022,35
Tobias Björnfot,19,LAK,D,113,16.57,1,14,15,93,NA,NA,-1.051,-4.1,2021,-14
Tobias Rieder,24,ARI,RW,423,15.49,60,75,135,802,NA,NA,-0.712,-9.7,2017,-77
Toby Enström,32,WPG,D,719,22.76,54,254,308,819,NA,NA,0.674,16.7,2017,5
Toby Petersen,22,PIT,C,155,0,16,25,41,233,NA,NA,-0.665,-3.32,2001,-30
Todd Bergen,21,PHI,C,14,0,11,5,16,39,NA,NA,1.397,0.63,1985,9
Todd Bertuzzi,33,CGY,LW,1152,6.06,312,455,767,2401,NA,NA,0.653,24.27,2009,-47
Todd Bidner,20,WSH,LW,12,0,2,1,3,5,NA,NA,-1.042,-0.4,1982,1
Todd Charlesworth,19,PIT,D,67,0,1,8,9,68,NA,NA,-1.033,-2.39,1985,-26
Todd Elik,23,LAK,C,448,0,110,219,329,902,NA,NA,0.245,3.5500000000000003,1990,15
Todd Ewen,20,STL,RW,518,0,36,40,76,338,NA,NA,-1.005,-16.8,1987,-9
Todd Fedoruk,21,PHI,RW,354,0,17,48,65,214,NA,NA,-0.917,-10.48,2001,-8
Todd Gill,32,STL,D,992,0,81,271,352,1292,NA,NA,0.03,1.0200000000000005,1998,-100
Todd Harkins,24,CGY,C,43,0,3,3,6,32,NA,NA,-1.122,-1.5499999999999998,1993,-8
Todd Harvey,22,DAL,C,671,0,91,132,223,792,NA,NA,-0.363,-7.84,1998,19
Todd Hlushko,27,CGY,LW,71,0,7,12,19,83,NA,NA,-0.635,-1.46,1998,-2
Todd Krygier,32,WSH,RW,543,0,100,143,243,1085,NA,NA,-0.194,-3.4,1998,-26
Todd Marchant,35,ANA,C,1191,3.73,186,311,497,2198,NA,NA,-0.332,-12.75,2009,-18
Todd Reirden,27,EDM,D,176,0,11,33,44,246,NA,NA,-0.149,-0.8999999999999998,1999,-10
Todd Rohloff,28,WSH,D,75,0,0,6,6,41,NA,NA,-1.168,-3.03,2002,-19
Todd Simon,21,BUF,C,15,0,0,1,1,14,NA,NA,-1.346,-0.65,1994,-3
Todd Simpson,24,CGY,D,574,0,14,63,77,474,NA,NA,-0.332,-6.57,1998,13
Todd Warriner,24,TOR,LW,448,0,65,89,154,726,NA,NA,-0.361,-5.22,1998,-34
Todd White,33,WPG,C,624,6.15,138,239,377,1068,NA,NA,0.371,7.47,2009,22
Tom Barrasso,32,PIT,G,764,56.87,NA,NA,NA,NA,19352,0.89,0.437,15.83,1998,NA
Tom Bladon,20,PHI,D,610,0,73,197,270,1192,NA,NA,0.332,6.989999999999999,1973,134
Tom Cassidy,25,PIT,C,26,0,3,4,7,16,NA,NA,-1.098,-0.92,1978,-4
Tom Chorske,31,NYI,LW,596,0,115,122,237,921,NA,NA,-0.138,-2.66,1998,-2
Tom Draper,25,BUF,G,37,55.86,NA,NA,NA,NA,940,0.89,0.347,0.56,1992,NA
Tom Edur,22,NJD,D,158,0,17,70,87,323,NA,NA,1.265,6.890000000000001,1977,15
Tom Fergus,19,BOS,C,726,0,235,346,581,1427,NA,NA,0.356,8.34,1982,-20
Tom Fitzgerald,29,COL,C,1097,0,139,190,329,1658,NA,NA,-0.57,-20.18,1998,-72
Tom Gilbert,34,LAK,D,655,21.11,45,178,223,741,NA,NA,0.245,5.53,2017,-40
Tom Gorence,21,PHI,RW,303,0,58,53,111,484,NA,NA,-0.619,-6.05,1979,28
Tom Hirsch,21,DAL,D,30,0,1,7,8,38,NA,NA,-1.582,-1.6300000000000001,1984,-16
Tom Koivisto,28,STL,D,22,0,2,4,6,26,NA,NA,0.354,0.27,2003,1
Tom Kostopoulos,30,MTL,RW,529,7.68,52,87,139,659,NA,NA,-0.993,-16.94,2009,-40
Tom Kurvers,22,MTL,D,659,0,93,328,421,1256,NA,NA,0.579,13.15,1985,-38
Tom Kühnhackl,27,NYI,RW,78,12.42,9,15,24,82,NA,NA,-0.9,-2.26,2019,4
Tom Laidlaw,22,NYR,D,705,0,25,139,164,487,NA,NA,-0.383,-9.33,1981,-4
Tom Lysiak,20,CGY,C,919,0,292,551,843,2210,NA,NA,0.549,16.26,1974,-11
Tom Martin,24,CAR,LW,63,0,9,9,18,59,NA,NA,-0.674,-1.37,1989,9
Tom McCarthy,19,DAL,LW,453,0,176,216,392,919,NA,NA,0.873,12.75,1980,49
Tom McMurchy,20,CHI,RW,42,0,4,3,7,29,NA,NA,-1.166,-1.58,1984,-8
Tom Mellor,24,DET,D,25,0,2,4,6,24,NA,NA,-0.281,-0.24,1974,-9
Tom Miller,23,DET,C,117,0,16,25,41,141,NA,NA,-0.851,-3.21,1971,-51
Tom O'Regan,22,PIT,C,51,0,4,10,14,44,NA,NA,-1.009,-1.66,1984,-19
Tom Pederson,23,SJS,D,240,0,20,49,69,428,NA,NA,0.035,0.30000000000000004,1993,-36
Tom Polanic,26,DAL,D,16,0,0,2,2,4,NA,NA,-1.079,-0.6,1970,-5
Tom Poti,31,WSH,D,824,5.94,69,258,327,1261,NA,NA,0.609,17.32,2009,44
Tom Preissing,30,LAK,D,322,5.42,31,100,131,447,NA,NA,1.055,11.72,2009,52
Tom Pyatt,29,OTT,LW,280,14.64,36,44,80,353,NA,NA,-0.874,-7.9,2017,-17
Tom Reid,21,CHI,D,701,0,17,113,130,814,NA,NA,-0.606,-14.67,1968,-123
Tom Roulston,24,EDM,RW,179,0,46,48,94,309,NA,NA,-0.255,-1.48,1982,-8
Tom Rowe,20,WSH,RW,357,0,85,100,185,754,NA,NA,-0.195,-2.25,1977,-79
Tom Songin,25,BOS,RW,34,0,4,4,8,30,NA,NA,-0.989,-1.0899999999999999,1979,-2
Tom Thornbury,20,PIT,D,14,0,1,8,9,44,NA,NA,-1.241,-0.6,1984,-19
Tom Thurlby,29,CLE,D,21,0,1,1,2,27,NA,NA,-0.857,-0.62,1968,-8
Tom Tilley,23,STL,D,174,0,4,38,42,165,NA,NA,-0.085,-0.51,1989,19
Tom Wandell,23,DAL,C,50,13.87,5,10,15,85,NA,NA,-0.989,-1.6,2010,2
Tom Webster,22,DET,RW,90,0,33,39,72,200,NA,NA,1.159,3.3600000000000003,1971,-50
Tom Williams,22,LAK,LW,386,0,115,137,252,937,NA,NA,0.366,4.56,1974,8
Tom Wilson,22,WSH,RW,645,16.52,157,178,335,1179,NA,NA,-0.026,-0.5200000000000002,2017,20
Tom Younghans,24,DAL,RW,429,0,44,41,85,365,NA,NA,-1.072,-14.85,1977,-57
Tomas Forslund,23,CGY,RW,38,0,5,9,14,48,NA,NA,-0.538,-0.66,1992,-6
Tomas Holmström,37,DET,LW,899,3.55,218,251,469,1317,NA,NA,0.423,12.25,2010,19
Tomas Jonsson,21,NYI,D,552,0,85,259,344,926,NA,NA,0.57,10.85,1982,64
Tomas Sandström,34,ANA,RW,837,0,357,414,771,2400,NA,NA,1.286,34.73,1999,39
Tomi Kallio,24,WPG,LW,140,0,24,31,55,245,NA,NA,-0.156,-0.7,2001,-21
Tomi Pettinen,28,NYI,D,18,0,0,0,0,7,NA,NA,-1.505,-0.93,2006,-2
Tommi Santala,24,WPG,C,63,0,2,7,9,43,NA,NA,-1.167,-2.37,2004,-7
Tommy Albelin,33,CGY,D,952,0,44,211,255,1137,NA,NA,0.082,2.71,1998,52
Tommy Lehman,24,BOS,C,26,0,4,2,6,26,NA,NA,-0.905,-0.76,1989,-7
Tommy Salo,26,NYI,G,516,57.97,NA,NA,NA,NA,12080,0.9,0.007,0.35000000000000014,1998,NA
Tommy Sjödin,27,DAL,D,106,0,8,40,48,229,NA,NA,-0.073,-0.26,1993,-21
Tommy Söderström,23,PHI,G,155,52.82,NA,NA,NA,NA,3769,0.88,-0.527,-3.25,1993,NA
Tommy Westlund,25,CAR,RW,200,0,9,13,22,143,NA,NA,-1.066,-6.88,2000,-27
Tommy Williams,27,BOS,RW,367,0,87,172,259,669,NA,NA,0.251,2.97,1968,-125
Tommy Wingels,23,SJS,C,295,15.1,46,68,114,572,NA,NA,-0.529,-5.029999999999999,2012,-16
Tomáš Fleischmann,24,WSH,RW,575,15.79,111,168,279,1186,NA,NA,-0.041,-0.6599999999999999,2009,-39
Tomáš Hertl,23,SJS,C,758,17.91,231,283,514,1728,NA,NA,0.561,13.71,2017,-81
Tomáš Hyka,24,VEG,RW,10,12.05,1,2,3,15,NA,NA,-1.135,-0.37,2018,2
Tomáš Jelínek,30,OTT,RW,49,0,7,6,13,60,NA,NA,-0.674,-1.07,1993,-21
Tomáš Jurčo,25,CHI,RW,65,13.09,14,11,25,121,NA,NA,-0.492,-1.03,2018,1
Tomáš Kaberle,30,TOR,D,1015,8.18,88,479,567,1472,NA,NA,0.878,30.72,2009,10
Tomáš Klouček,20,NYR,D,137,0,2,8,10,55,NA,NA,-0.878,-4.15,2001,-10
Tomáš Kopecký,28,CHI,RW,347,14.57,47,75,122,641,NA,NA,-0.724,-8.1,2011,-50
Tomáš Kundrátek,23,WSH,D,25,16.15,1,6,7,23,NA,NA,-0.587,-0.51,2013,-5
